TIME,GEO,S_ADJ,AGE,UNIT,SEX,Value,Flag and Footnotes
2020M02,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,103,
2020M02,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,1.9,
2020M02,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,105,
2020M02,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2,
2020M02,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,157,
2020M02,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.2,
2020M02,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,147,
2020M02,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.9,
2020M02,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,501",e
2020M02,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.4,e
2020M02,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,556",e
2020M02,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.5,e
2020M02,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,35,
2020M02,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5,
2020M02,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,34,
2020M02,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.7,
2020M02,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,109,
2020M02,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.5,
2020M02,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,119,
2020M02,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.8,
2020M02,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,772,
2020M02,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,17,
2020M02,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,733,
2020M02,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,15.9,
2020M02,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"3,249",
2020M02,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,14.2,
2020M02,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"3,142",
2020M02,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,13.7,
2020M02,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"2,364",
2020M02,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8,
2020M02,France,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"2,253",
2020M02,France,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.6,
2020M02,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,128,
2020M02,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.2,
2020M02,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,111,
2020M02,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.2,
2020M02,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"2,610",
2020M02,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,10.1,
2020M02,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"2,318",
2020M02,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,9,
2020M02,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,32,
2020M02,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.2,
2020M02,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,27,
2020M02,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6,
2020M02,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,71,
2020M02,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.3,
2020M02,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,68,
2020M02,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.9,
2020M02,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,104,
2020M02,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7,
2020M02,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,93,
2020M02,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.3,
2020M02,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,19,
2020M02,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.1,
2020M02,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,18,
2020M02,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.8,
2020M02,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,173,
2020M02,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.7,
2020M02,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,166,
2020M02,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.6,
2020M02,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,9,
2020M02,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.3,
2020M02,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,9,
2020M02,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.4,
2020M02,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,302,
2020M02,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.2,
2020M02,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,274,
2020M02,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.9,
2020M02,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,220,
2020M02,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.9,
2020M02,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,206,
2020M02,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.5,
2020M02,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,539,
2020M02,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.2,
2020M02,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,515,
2020M02,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3,
2020M02,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,348,
2020M02,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.8,
2020M02,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,332,
2020M02,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.4,
2020M02,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,384,
2020M02,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.4,
2020M02,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,386,
2020M02,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.3,
2020M02,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,48,
2020M02,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.6,
2020M02,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,44,
2020M02,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.2,
2020M02,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,164,
2020M02,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.1,
2020M02,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,165,
2020M02,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.1,
2020M02,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,187,
2020M02,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.9,
2020M02,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,185,
2020M02,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.7,
2020M02,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,454,
2020M02,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8.2,
2020M02,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,421,
2020M02,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.6,
2020M02,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,327",
2020M02,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.9,
2020M02,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,318",
2020M02,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.9,
2020M02,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,10,
2020M02,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5,
2020M02,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,8,
2020M02,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.9,
2020M02,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,102,
2020M02,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.6,
2020M02,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,100,
2020M02,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.5,
2020M02,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,219,
2020M02,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.4,
2020M02,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,202,
2020M02,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.1,
2020M02,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"4,228",
2020M02,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,13.6,
2020M02,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"3,957",
2020M02,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,12.6,
2020M02,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"6,217",
2020M02,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.8,
2020M02,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"5,807",
2020M02,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.5,
2020M02,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,590",
2020M02,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.3,
2020M02,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,650",
2020M02,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.4,
2020M03,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"13,748",
2020M03,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.5,
2020M03,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"13,674",
2020M03,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.4,
2020M03,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M03,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M03,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M03,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M03,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M03,European Union - 27 countries (2007-2013),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M03,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M03,European Union - 27 countries (2007-2013),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M03,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,:,
2020M03,European Union - 25 countries (2004-2006),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,:,
2020M03,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,:,
2020M03,European Union - 25 countries (2004-2006),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,:,
2020M03,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"11,740",
2020M03,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.2,
2020M03,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"11,719",
2020M03,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.1,
2020M03,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"11,740",
2020M03,Euro area - 19 countries  (from 2015),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.2,
2020M03,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"11,719",
2020M03,Euro area - 19 countries  (from 2015),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.1,
2020M03,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"11,627",
2020M03,Euro area - 18 countries (2014),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.2,
2020M03,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"11,623",
2020M03,Euro area - 18 countries (2014),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.2,
2020M03,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,258,
2020M03,Belgium,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.1,
2020M03,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,259,
2020M03,Belgium,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.1,
2020M03,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,143,
2020M03,Bulgaria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.4,
2020M03,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,135,
2020M03,Bulgaria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.1,
2020M03,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,101,
2020M03,Czechia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,1.9,
2020M03,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,111,
2020M03,Czechia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.1,
2020M03,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,147,
2020M03,Denmark,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.9,
2020M03,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,143,
2020M03,Denmark,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.8,
2020M03,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,669",e
2020M03,Germany (until 1990 former territory of the FRG),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.8,e
2020M03,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,621",e
2020M03,Germany (until 1990 former territory of the FRG),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.7,e
2020M03,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,35,
2020M03,Estonia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5,
2020M03,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,34,
2020M03,Estonia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.8,
2020M03,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,123,
2020M03,Ireland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5,
2020M03,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,130,
2020M03,Ireland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.3,
2020M03,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,665,
2020M03,Greece,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,14.9,
2020M03,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,654,
2020M03,Greece,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,14.4,
2020M03,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"3,389",
2020M03,Spain,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,14.7,
2020M03,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"3,280",
2020M03,Spain,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,14.2,
2020M03,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"2,278",
2020M03,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.7,
2020M03,France,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"2,252",
2020M03,France,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.6,
2020M03,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,133,
2020M03,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.5,
2020M03,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,121,
2020M03,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.8,
2020M03,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,829",
2020M03,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.4,
2020M03,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"2,066",
2020M03,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,8.2,
2020M03,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,33,
2020M03,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.5,
2020M03,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,30,
2020M03,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.7,
2020M03,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,77,
2020M03,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.9,
2020M03,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,73,
2020M03,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,7.4,
2020M03,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,113,
2020M03,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,7.6,
2020M03,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,97,
2020M03,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.6,
2020M03,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,21,
2020M03,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.7,
2020M03,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,20,
2020M03,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.6,
2020M03,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,174,
2020M03,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.8,
2020M03,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,169,
2020M03,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.7,
2020M03,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,9,
2020M03,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.4,
2020M03,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,9,
2020M03,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.4,
2020M03,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,299,
2020M03,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.2,
2020M03,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,273,
2020M03,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.9,
2020M03,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,215,
2020M03,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.9,
2020M03,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,214,
2020M03,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.7,
2020M03,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,501,
2020M03,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3,
2020M03,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,491,
2020M03,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.9,
2020M03,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,327,
2020M03,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.4,
