TIME,GEO,S_ADJ,AGE,UNIT,SEX,Value,Flag and Footnotes
2019M10,France,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,8.4,
2019M10,France,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"2,453",
2019M10,France,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,8.3,
2019M10,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,114,
2019M10,Croatia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.4,
2019M10,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,114,
2019M10,Croatia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.4,
2019M10,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"2,585",
2019M10,Italy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,10,
2019M10,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"2,454",
2019M10,Italy,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,9.5,
2019M10,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,23,
2019M10,Cyprus,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.1,
2019M10,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,29,
2019M10,Cyprus,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.6,
2019M10,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,54,
2019M10,Latvia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.6,
2019M10,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,56,
2019M10,Latvia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.8,
2019M10,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,86,
2019M10,Lithuania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.9,
2019M10,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,94,
2019M10,Lithuania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.4,
2019M10,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,17,
2019M10,Luxembourg,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.5,
2019M10,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,17,
2019M10,Luxembourg,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.5,
2019M10,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,163,
2019M10,Hungary,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.5,
2019M10,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,166,
2019M10,Hungary,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.6,
2019M10,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,9,
2019M10,Malta,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.3,
2019M10,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,9,
2019M10,Malta,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.3,
2019M10,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,326,
2019M10,Netherlands,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.5,
2019M10,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,323,
2019M10,Netherlands,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.5,
2019M10,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,201,
2019M10,Austria,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.4,
2019M10,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,197,
2019M10,Austria,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.3,
2019M10,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,488,
2019M10,Poland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.9,
2019M10,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,505,
2019M10,Poland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3,
2019M10,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,341,
2019M10,Portugal,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.5,
2019M10,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,337,
2019M10,Portugal,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.5,
2019M10,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,340,
2019M10,Romania,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.8,
2019M10,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,350,
2019M10,Romania,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.9,
2019M10,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,43,
2019M10,Slovenia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,4.2,
2019M10,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,45,
2019M10,Slovenia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.4,
2019M10,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,156,
2019M10,Slovakia,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,5.7,
2019M10,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,156,
2019M10,Slovakia,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,5.7,
2019M10,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,169,
2019M10,Finland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.2,
2019M10,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,187,
2019M10,Finland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.8,
2019M10,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,330,
2019M10,Sweden,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6,
2019M10,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,368,
2019M10,Sweden,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.7,
2019M10,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,258",
2019M10,United Kingdom,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.7,
2019M10,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,255",
2019M10,United Kingdom,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.7,
2019M10,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,7,
2019M10,Iceland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.5,
2019M10,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,7,
2019M10,Iceland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.5,
2019M10,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,106,
2019M10,Norway,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.7,
2019M10,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,108,
2019M10,Norway,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.8,
2019M10,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,193,
2019M10,Switzerland,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.9,
2019M10,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,203,
2019M10,Switzerland,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,4.1,
2019M10,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"4,396",
2019M10,Turkey,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,13.4,
2019M10,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"4,416",
2019M10,Turkey,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,13.6,
2019M10,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"5,509",
2019M10,United States,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,3.3,
2019M10,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"5,831",
2019M10,United States,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,3.6,
2019M10,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"1,650",
2019M10,Japan,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,2.4,
2019M10,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"1,650",
2019M10,Japan,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,2.4,
2019M11,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"14,145",
2019M11,European Union - 27 countries (from 2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.6,
2019M11,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"14,074",
2019M11,European Union - 27 countries (from 2020),"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of active population,Total,6.6,
2019M11,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Thousand persons,Total,"15,345",
2019M11,European Union - 28 countries (2013-2020),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Total,Percentage of active population,Total,6.2,
2019M11,European Union - 28 countries (2013-2020),"Seasonally adjusted data, not calendar adjusted data",Total,Thousand persons,Total,"15,311",
